STATUS,AGENDA_DATE,ITEM_NUMBER,REQUEST_TYPE,POSTING_LANGUAGE,LEAD_DEPT,SUB-DEPTS,TAGS,ATTACHMENTS,ITEM_TYPE,CURRENT_STATUS,CURRENT_STATUS_UPDATED,PERSONAL_TAG
Closed,09/06/2024 12:00:00 AM,020,Resolution,"Approve a resolution directing the City Manager to explore expanding the City’s
electric lawn care rebate and explore creating a program to incentivize consumer
and commercial lawn care equipment exchange and disposal.",Austin Energy,Intergovernmental Relations,Environment,https://services.austintexas.gov/edims/document.cfm?id=424024,Item,,,
Closed,03/07/2024 12:00:00 AM,022,Resolution,"Approve a resolution directing the City Manager to create an educational
campaign for Austin Water’s rebate programs including WaterWise Landscaping
rebates and recommend other water saving measures.",Austin Water,Austin Water,Environment,https://services.austintexas.gov/edims/document.cfm?id=424028,Item,"Memo sent to Mayor and Council April 12, 2024.",04/30/2025 08:16:15 PM,
Closed,02/29/2024 12:00:00 AM,058,Resolution,"Approve a resolution directing the City Manager to implement sustainable
procurement practices in City operations and establish a pilot program for
concrete construction and greenspace maintenance services and equipment, and to
provide recommendations for further program expansion.",Office of Climate Action & Resilience,"Financial Services,Office of Climate Action & Resilience","Environment,Local Business",https://www.austintexas.gov/department/city-council/2024/20240229-reg.htm#058,Item,,,
Closed,02/29/2024 12:00:00 AM,059,Resolution,"Approve a resolution to establish Austin as a recognized soccer city and
directing the City Manager to analyze challenges and needs in soccer field
development and soccer programming and to provide recommendations.",Austin Parks and Recreation,"Austin Parks and Recreation,Financial Services",Parkland,https://www.austintexas.gov/department/city-council/2024/20240229-reg.htm#059,Item,"Inventory of Public Land and Existing Soccer Programming The resolution directed
the City Manager to create an inventory of the public lands owned by the City,
County, and school districts that are used or could be utilized to play soccer.
Additionally, the resolution directed the City Manager to provide an inventory
of existing soccer programming. The Austin Parks and Recreation Department
(PARD) updated the Athletics Program’s Soccer webpage to include: •
Comprehensive information on all publicly available soccer fields and mini
pitches; • An interactive map of Austin’s public soccer fields, mini pitches,
and multi-purpose fields; • Existing soccer programming, soccer leagues,
community programs, and youth soccer programs to include collaborations between
the City of Austin, Austin Independent School District (AISD), and many soccer
organizations that provide community soccer programs and leagues on public
parkland; and • Other soccer-related information. Attached is an inventory of
undeveloped parkland with high level criteria indicating the land may be
suitable for soccer based on the following factors: • Minimum of three (3)
acres, • Slopes of less than 10 percent, and • Tree canopy coverage of less than
50 percent Also included is an inventory of AISD schools, (middle and high
schools) where soccer is already taking place on their multi-purpose fields. A
more detailed inventory would require additional external resources to conduct a
complete assessment of our fields and indicate what level of play would be
recommended. Financial Assistance The resolution directed the City Manager to
expand financial assistance for youth programs to increase program
participation, including outreach efforts to promote the program and ways for
residents to donate to the PARD Financial Aid Program. Residents can participate
in youth soccer leagues through PARD recreation centers. PARD currently provides
financial assistance to youth who live within Austin city limits and are
income-eligible to receive free/reduced school lunches and/or individuals 18 to
22 years of age who receive special education services in school. This aid
covers fifty percent of registration fees for PARD programs and services.
Applications are available on PARD’s Financial Aid webpage in six languages.
Additionally, an emerging Support Austin Parks webpage provides information
about how residents can donate to the PARD Financial Aid Program. Assessment of
Programming Needs and Park Vision Plans The resolution directed the City Manager
to provide an assessment of soccer fields and programming needs based on the
size and population of the City, the number of existing soccer leagues, and
community, and youth soccer programs. The assessment should include
recommendations to help address the existing need for soccer fields and soccer
programming. PARD utilizes data from the National Recreation and Park
Association (NRPA), a national not-for-profit organization focused on utilizing
parks and recreation to build strong, vibrant and resilient communities in
reviewing our level of service as compared to other cities based on size and
population. The NRPA represents the industry standard that PARD looks to for
benchmarking and manages the Certified Parks and Recreation Agency certification
which PARD is certified under. The 2024 NRPA Agency Performance Review does not
provide specific metrics for soccer fields and programming needs based on size
and population. Instead, it provides metrics based on a “typical” agency (median
of data collected). The breakdown of the most common responses for a population
of jurisdiction over 250,000 is one rectangular field for every 14,238
residents. Based on Austin’s current population of 987,567, NRPA metric would
recommend that Austin have at least 69 rectangular fields. Austin currently
exceeds that number, with parkland currently providing 106 field locations that
are suitable for soccer play and open to the public, of which there are 76
multi-field spaces for informal play, 26 dedicated soccer fields, and 4 mini
pitch locations. PARD is adding lighting to existing soccer fields at Dove
Springs District Park to create more playing time. There is also a plan to add a
multi-purpose field at Springfield Pocket Park along William Cannon but funding
has not yet been identified. Additionally, this resolution directed the City
Manager to provide an assessment of all City of Austin Park Vision Plans to
identify opportunities for soccer field development for all levels of play. City
of Austin Park Vision Plans are developed through an extensive community
engagement process and are used to prioritize park development. While the
national vision planning model doesn’t identify soccer as a specific park use,
PARD has received community feedback to incorporate this into Austin vision
plans.. These uses are often labeled “open play” or “multi-use fields” meaning
areas in the park that can be used for soccer or other field sports/activities.
PARD purchased the Walnut Creek Sports Complex (228 acres located along Johnny
Morris Road in northeast Austin), specially to develop sports fields to promote
organized play such as softball, baseball, soccer fields, and tennis courts.
This complex has not yet been developed. A Request For Information (RFI) process
was completed to find a partner for the development of the complex through a
public-private collaboration. Unfortunately, we were unable yield any results.
This facility remains in the PARD inventory and could be developed in the future
if the significant funding required becomes available. Collaboration This
resolution directed the City Manager to seek public and private partnerships to
expand public access to soccer facilities and programs and to attract new soccer
sporting events to the City, including considering establishing an interest
group coalition with appropriate stakeholder organizations. PARD has partnered
with 4 ATX Foundation, a non-profit arm of Austin FC to build public use mini
pitch courts on underutilized tennis courts at parks to include: Wooldridge
School Park, Dove Springs District Park, and Civitan Neighborhood Park. The City
of Austin celebrated the recent formation of the Verde Pitch Alliance (VPA) and
its aim to bring more free and public soccer spaces to Central Texas to increase
the number of fields and parks that can be utilized to play soccer at all levels
of play, including additional mini-pitches and fields. This coalition includes
Street Soccer USA, Austin Parks Foundation, Soccer Assist, Austin FC, and 4ATX
Foundation. PARD has organized initial discussions between VPA’s built
environment soccer partners with City of Austin representatives, including
representatives from Watershed Protection, Development Services, and Parks and
Recreation’s landscape architecture team. The aim of these initial discussions
is to explore processes and strategies to more easily facilitate the development
of these facilities with support from city agencies. In 2021, PARD issued a
Request for Interest to gauge the private sector’s interest in investing in
parkland development. The RFI received little interest due to expensive upfront
infrastructure costs. In January of 2024, PARD partnered with Austin Sports
Commission to hire The Sports Facilities Companies to develop a marketing
opportunity analysis and detailed financial forecast related to the future
development of Walnut Creek Sports Complex. The final report has not been
completed, but when it is it will provide guidance on the level of public
investment needed to attract potential interest in further development.
Additionally, this resolution directed the City Manager to foster collaboration
between the City, County, school districts, soccer leagues and organizations in
Austin. Existing soccer programming, soccer leagues, community programs, and
youth soccer programs that are provided on public parkland include
collaborations between the City of Austin, Austin Independent School District
(AISD), and many soccer organizations. It is widely recognized that public land
owned and managed by the County, City or School District is currently used for
informal soccer play. In 2025, Travis County initiated development of its
10-year Long Range Plan, and our understanding is that their focus will be on
developing more nature-based parks rather than field-based sports facilities.
Recommendations This resolution directed the City Manager to review whether the
recommendations to address the identified challenges, including park maintenance
and soccer field development, could be funded through general fund expenditures
and/or bond instruments to be approved at a future election. PARD has identified
future opportunities to grow the sport, but these require additional resources
for development. The traditional ways PARD has funded these improvements have
been through Park Bonds, parkland dedication funds, grants and through
partnerships. Once development dollars are secured, there may be impacts to the
General Fund that include maintenance of the fields, as well as utility
expenses.",07/03/2025 04:25:03 PM,
Closed,02/29/2024 12:00:00 AM,060,Resolution,"Approve a resolution directing the City Manager to return to Council with an
Economic and Cultural District Framework, identifying funding and support for
Red River Cultural District, and providing an update regarding policy topics
that support new and existing cultural and heritage districts.",Economic Development Department,Economic Development Department,"Culture,Downtown",https://www.austintexas.gov/department/city-council/2024/20240229-reg.htm#060,Item,"Final responsive memo sent to Mayor and Council on March 25, 2025.",04/03/2025 02:58:02 PM,
Closed,04/04/2024 12:00:00 AM,040,Resolution,"Approve a resolution directing the City Manager to initiate amendments to City
Code Title 12 (Traffic Regulations) to prohibit motor vehicle parking in
bikeways, and implement supportive programming, goal setting, and equipment
acquisition.",Transportation and Public Works,Transportation and Public Works,Transportation,https://www.austintexas.gov/department/city-council/2024/20240404-reg.htm#040,Item,,,
Closed,02/29/2024 12:00:00 AM,100,Resolution,"Approve a resolution regarding Council’s commitment to supporting workers’
rights and calling on Google, LLC to engage in negotiations with the union
representing the YouTube Music Content Operations Team.",Economic Development Department,,,https://www.austintexas.gov/department/city-council/2024/20240229-reg.htm#100,Item,"The Economic Development Department Music & Entertainment Division is not
involved with labor negotiations between private employers and unions and/or
worker advocates. Advocates representing unions and workers may present their
concerns to the Music Commission for a potential recommendation to Mayor and
City Council. To date, there have been no recommendations about this concern
from the Music Commission, and no one from the YouTube Music Content Operations
Team or its union have presented or spoken at a Music Commission meeting about
this concern and/or suggested any action. As we cannot play a role in labor
negotiations with private employers, the Economic Development Department Music &
Entertainment Division demonstrates its commitment to fair pay for Austin’s
music workers through example. Beginning in 2017, we paid musicians a rate of
$150 per performance hour for City organized performances, which increased to
$200 per performance hour in 2022. In 2023 Mayor and City Council approved
Resolution No. 20230720-123, to ensure all City departments pay this standard
rate.",04/30/2025 08:30:34 PM,
Closed,03/21/2024 12:00:00 AM,035,Resolution,"Approve a resolution directing the City Manager to assess the effectiveness of
the Emergency Closure/Bad Weather Pay Procedure and report back to Council with
findings and potential costs associated with providing emergency pay stipends to
eligible essential employees.",Human Resources,"Human Resources,Financial Services",,https://www.austintexas.gov/department/city-council/2024/20240321-reg.htm#035,Item,,,
Closed,03/21/2024 12:00:00 AM,037,Resolution,"Approve a resolution initiating amendments to City Code Title 25 (Land
Development) to amend the North Burnet/Gateway Regulating Plan and waiving the
requirement for recommendation by the Codes and Ordinances Joint Committee.",Planning,Planning,"Zoning,Affordable Housing",https://www.austintexas.gov/department/city-council/2024/20240321-reg.htm#037,Item,,,
Closed,03/21/2024 12:00:00 AM,038,Resolution,"Approve a resolution directing the City Manager to recommend changes to the
employee benefit program that offer more comprehensive family-building benefits,
to provide cost estimates for these extended benefits, and to identify funding
Council can consider appropriating during the Fiscal Year 2024-2025 budget
adoption to implement the program.",Human Resources,Human Resources,,https://www.austintexas.gov/department/city-council/2024/20240321-reg.htm#038,Item,,,
Closed,04/04/2024 12:00:00 AM,039,Resolution,"Approve a resolution directing the City Manager to enroll City buildings in
Austin Energy’s Demand Response Program and to engage other area governments
regarding Austin Energy’s Demand Response Program.",Austin Energy,Austin Energy,,https://www.austintexas.gov/department/city-council/2024/20240404-reg.htm#039,Item,,,
Closed,04/04/2024 12:00:00 AM,067,Resolution,"Approve a resolution directing the City Manager to develop and expand community
land trusts as a method to increase long-term affordable housing.",Housing,"Housing,Economic Development Department,Financial Services",Affordable Housing,https://www.austintexas.gov/department/city-council/2024/20240404-reg.htm#067,Item,"The close-out response memo for Community Land Trusts and Land Banking
opportunities is awaiting approval from the Leadership Team in the Housing
Department. We expect this to be submitted no later than March 7th.",02/28/2025 08:51:24 PM,
Closed,04/18/2024 12:00:00 AM,050,Resolution,"Approve a resolution directing the City Manager to prioritize funding to support
the Collective Sex Crimes Response Model and to provide a written update to
Council on the implementation of the Austin Police Department Review, Reported
Sexual Assault Comprehensive Evaluation recommendations.",Austin Police Department,"Financial Services,Austin Police Department",Public Safety,https://www.austintexas.gov/department/city-council/2024/20240418-reg.htm#050,Item,"Memo sent to Mayor and Council October 15, 2024.",04/30/2025 02:48:58 PM,
Closed,04/18/2024 12:00:00 AM,076,Resolution,"Approve a resolution directing the City Manager to develop recommendations for
the coordinated and holistic planning, development, preservation, and activation
of public and private assets in and around the 78702 zip code.",Planning,Planning,Zoning,https://www.austintexas.gov/department/city-council/2024/20240418-reg.htm#076,Item,A Closeout memo has been uploaded for Resolution 20240418-076,04/16/2025 05:46:32 PM,
Closed,05/02/2024 12:00:00 AM,064,Resolution,"Approve a resolution concerning the use of City resources for regulation of
gender-related healthcare.",Austin Police Department,City Attorney,Health,https://www.austintexas.gov/department/city-council/2024/20240502-reg.htm#064,Item,"Memo sent to Mayor and Council February 11, 2025",04/30/2025 02:51:38 PM,
Closed,05/30/2024 12:00:00 AM,169,Ordinance,"Approve an ordinance creating a Red River Cultural District special revenue fund
and directing the City Manager to designate eligible uses of funding in City
Code Sections 12-6-2 (Parking Benefit District) and 12-7-2 (Parking and
Transportation Management District).",Economic Development Department,Transportation and Public Works,Culture,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#169,Item,"Memo sent to Mayor and Council February 28, 2025",04/30/2025 08:31:35 PM,
Closed,05/30/2024 12:00:00 AM,170,Resolution,"Approve a resolution in support of technical assistance and design services for
the Hancock-Cherrywood area surrounding the I-35 highway cap.",Transportation and Public Works,"Transportation and Public Works,Planning,Economic Development Department",Transportation,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#170,Item,,,
Closed,05/02/2024 12:00:00 AM,093,Resolution,"Approve a resolution directing the City Manager to create a City Poet Laureate
program.",Austin Public Library,,Culture,https://www.austintexas.gov/department/city-council/2024/20240502-reg.htm#093,Item,"In response to the directives in this Council resolution, APL formed the Poet
Laureate Committee. The Committee has been meeting monthly since June 2024 to
develop the official Poet Laureate Program guidelines. The inaugural Poet
Laureate will serve a two-year term from April 2025 to April 2027, receive an
annual salary of $25,000, and be allocated a $10,000 annual budget for program
expenses. With the Austin Poet Laureate program now formally launched, APL’s
Communications and Marketing teams are planning a comprehensive outreach
campaign to promote the program and encourage local poets to apply for this new
role. The application portal will open on October 1, 2024, and applications will
be accepted through November 30, 2024. The Committee will review applications in
December 2024 and January 2025. Finalists will be invited to interview in
February 2025, and the names and rankings of the final candidates will be
submitted to the Director of APL. The 2025–2027 Austin Poet Laureate will be
announced in April 2025 during National Poetry Month at an investiture ceremony
at the APL.",04/30/2025 03:24:23 PM,
Closed,05/02/2024 12:00:00 AM,094,Resolution,"Approve a resolution relating to the adoption of the 2024 editions of the City’s
technical codes.",Development Services Department,,,https://www.austintexas.gov/department/city-council/2024/20240502-reg.htm#094,Item,"Memo sent to Mayor and Council June 26, 2024",04/30/2025 08:26:52 PM,
Closed,05/30/2024 12:00:00 AM,105,Ordinance,"Approve an ordinance waiving or reimbursing certain fees related to the 2023
Texas Book Festival held at the Texas State Capitol on November 11-12, 2023, and
directing the City Manager to add the Texas Book Festival as a City co-sponsored
event.",Financial Services,,"Budget,Culture",https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#105,Item,,,
Closed,05/30/2024 12:00:00 AM,106,Ordinance,"Approve an ordinance naming a segment of the Shoal Creek Greenbelt Trail located
between West Avenue and 5th Street as “Chris Riley Bend”; waiving the
requirements of City Code Chapter 14-1, Article 4; and directing the City
Manager to update documentation, maps, and signage",Austin Parks and Recreation,"Transportation and Public Works,Austin Parks and Recreation",Parkland,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#106,Item,"The Parks and Recreation Department installed a new sign along the trail and
updated all asset databases and interactive maps to reflect the new name. The
work was completed on July 11, 2024. This was done in collaboration with the
Sidewalks and Urban Trails Division of the Transportation and Public Works
Department, as this portion of the Shoal Creek Greenbelt Trail is also a City of
Austin Urban Trail.",04/30/2025 02:26:04 PM,
Closed,05/30/2024 12:00:00 AM,112,Resolution,"Approve a resolution directing the City Manager to implement the Mobile Court
Program of the Downtown Austin Community Court, identify funding sources, and
evaluate opportunities to collaborate with community organizations to support
that program.",Downtown Austin Community Court,"Downtown Austin Community Court,Innovation Office,Office of Equity and Inclusion","Downtown,Public Safety",https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#112,Item,"Responsive memo sent to Mayor and Council on May 30, 2025.",06/05/2025 05:13:55 PM,
Closed,05/30/2024 12:00:00 AM,113,Resolution,"Approve a resolution directing the City Manager to evaluate strategies to reduce
the cost burden of flood insurance on residents and engage the public regarding
flooding and flood insurance.",Watershed Protection,,"Flood,Public Safety,Equity",https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#113,Item,,,
Closed,05/30/2024 12:00:00 AM,114,Resolution,"Approve a resolution amending Resolution Nos. 20190619-091 and 20210902-042 to
update City policy relating to worker protections on third party agreements.",Financial Services,,,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#114,Item,,,
Closed,05/30/2024 12:00:00 AM,115,Resolution,"Approve a resolution directing the City Manager to initiate new programs,
streamline processes, and build on the City's existing resources to ensure the
recently adopted amendments to City Code Title 25 (Land Development) regarding
regulations for housing units (also known as the Home Options for Middle-Income
Empowerment “HOME” Initiative) are accessible to low- and moderate-income
homeowners, helping minimize the impacts of displacement.",Housing,Housing,Affordable Housing,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#115,Item,"The memo outlining the actions taken in response to the resolution has been
uploaded.",06/06/2025 05:11:32 PM,
Closed,05/30/2024 12:00:00 AM,116,Resolution,"Approve a resolution directing the City Manager to study options related to
removing wastewater infrastructure from within Barton Creek, restore pipe
capacity, and to return with an update and recommendations.",Austin Water,,Environment,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#116,Item,,,
Closed,05/30/2024 12:00:00 AM,172,Resolution,"Authorize negotiation and execution of an agreement with the Austin History
Center Association to set forth terms and obligations related to fundraising and
development of an advisory vision plan for the Austin History Center campus.",Austin Public Library,,Downtown,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#172,Item,"Agreement between the City and the Austin History Center was executed on August
13, 2024.",04/30/2025 08:12:39 PM,
Closed,05/30/2024 12:00:00 AM,173,Resolution,Approve a resolution directing the City Manager to address postal mail theft.,Austin Police Department,"Intergovernmental Relations,Austin Police Department",Public Safety,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#173,Item,"Final memo sent to Mayor and Council on June 27, 2025.",07/03/2025 04:16:42 PM,
Closed,05/30/2024 12:00:00 AM,174,Ordinance,"Approve an ordinance setting the tax exemption for residence homesteads of
individuals 65 years of age or older and persons with disabilities at a value of
$154,000.",Financial Services,Financial Services,,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#174,Item,,,
Closed,05/30/2024 12:00:00 AM,181,Resolution,"Approve a resolution related to rapid rehousing and permanent supportive housing
(PSH) and to collaborations with partner agencies as recommended by the Housing
and Planning Committee and the Public Health Committee.",Homeless Strategy Office,,,https://www.austintexas.gov/department/city-council/2024/20240530-reg.htm#181,Item,"In June 2025 the Texas Continum of Care LEadership Council Executive Committee
implemented new rapid rehousing criteria at the urging of the Austin Homeless
Stratgy Office (AHSO). AHSO also requested the Committee establish a Rapid
rehousing to permanent housing transfer policy, which resulted in a tool being
devleoped that is currently being piloted for duture implementation. The City
and other regional partners have been collaborating and hosing meetings to
discuss funding needs and priories, and will share this information with other
stakeholders in the coming year. This information will be used to align
strategies around common goals. For more information, see the memo distributed
on October 9, 2025.",10/23/2025 03:34:02 PM,
Closed,07/18/2024 12:00:00 AM,088,Resolution,"Approve a resolution directing the City Manager to create a feasibility study on
the establishment of a public bank and report back to Council.",Financial Services,"Financial Services,Economic Development Department",Equity,https://www.austintexas.gov/department/city-council/2024/20240718-reg.htm#088,Item,,,
Closed,07/18/2024 12:00:00 AM,089,Resolution,"Approve a resolution directing the City Manager to initiate the process to amend
Ordinance No. 20201210-061 to eliminate the street impact fee for childcare
facilities.",Transportation and Public Works,,"Education,Local Business,Transportation",https://www.austintexas.gov/department/city-council/2024/20240718-reg.htm#089,Item,,,
Closed,07/18/2024 12:00:00 AM,091,Resolution,"Approve a resolution relating to community benefits for density bonus programs
and initiating amendments to Title 25 (Land Development) to create a density
bonus program for the Planned Development Agreement (PDA) zoning district.",Planning,"Planning,Economic Development Department,Transportation and Public Works",Zoning,https://www.austintexas.gov/department/city-council/2024/20240718-reg.htm#091,Item,,,
Closed,07/18/2024 12:00:00 AM,092,Resolution,"Approve a resolution relating to safety barriers at medical facilities and
initiating amendments to City Code, including Title 25 (Land Development), to
prevent vehicle crashes at medical facilities.",Transportation and Public Works,,,https://www.austintexas.gov/department/city-council/2024/20240718-reg.htm#092,Item,,,
Closed,07/18/2024 12:00:00 AM,094,Resolution,"Approve a resolution initiating amendments to the North Burnet/Gateway
Regulating Plan and initiating rezoning for the property located at or near
11501 Burnet Road.",Planning,,"Zoning,Transportation",https://www.austintexas.gov/department/city-council/2024/20240718-reg.htm#094,Item,"On November 12, 2024, the Planning Commission recommended approval of the
staff’s recommendation of NBG-TOD (Gateway Zone Subdistrict)-NP zoning, to
change a condition of zoning, on consent. On December 12, 2024, the City Council
approved Ordinance No. 20241212-093 for North Burnet/Gateway-Neighborhood Plan
(NBG-NP) combining district (Transit Oriented Development-Gateway Subdistrict)
zoning, to change a condition of zoning, on a 10-0 vote. With the approval of
the rezoning, this item is now complete.",09/25/2025 08:09:52 PM,
Closed,08/14/2024 12:00:00 AM,018,Resolution,"Approve a resolution relating to retention bonus payments for Aviation and
Austin Water Utility employees.",Human Resources,,,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#018,Item,,,
Closed,08/14/2024 12:00:00 AM,016,Resolution,"Approve a resolution relating to cybersecurity, contract efficiencies, and the
Information Security Office.",Information Security Office,,,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#016,Item,"Responsive memo sent to Mayor and Council on May 13, 2025.",05/15/2025 02:18:38 PM,
Closed,08/14/2024 12:00:00 AM,021,Resolution,"Approve a resolution directing the City Manager to develop a Veterans Affairs
Action Plan informed by the 2024 Texas Veterans Needs Assessment, and to present
the completed Veterans Affairs Action Plan to Council within six months of the
publication of the Texas Veterans Needs Assessment.",Civil Rights Office,,,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#021,Item,"A close out memo was sent to Mayor and Council on Jan. 29, 2025. This item is
now complete.",02/27/2025 09:11:35 PM,
Closed,08/14/2024 12:00:00 AM,023,Resolution,"Approve a resolution directing the City Manager to explore possible agreements
with Travis County and other area partners, identify funding, and engage the
Austin Travis County Public Health Commission to explore collaborations or
partnerships to address the City’s homelessness response system, including
permanent supportive housing.",Homeless Strategy Office,"Homeless Strategy Office,Housing",Homelessness,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#023,Item,Memo has been uploaded and sent for final official distribution.,10/17/2025 04:33:33 PM,
Closed,08/14/2024 12:00:00 AM,024,Resolution,"Approve a resolution directing the creation of a dedicated fund for the
acquisition of land to be used for parkland, protection of the City’s water
supply, improved drainage, and flood mitigation.",Financial Services,,Parkland,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#024,Item,,,
Closed,08/14/2024 12:00:00 AM,026,Resolution,"Approve a resolution directing the City Manager to appropriate delinquent
property tax penalties and interest to the House Our People Endowment Fund for
homelessness prevention services.",Financial Services,,,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#026,Item,,,
Closed,08/14/2024 12:00:00 AM,027,Resolution,"Approve a resolution directing the City Manager to explore providing
supplemental litter prevention and abatement services.",Austin Resource Recovery,"Austin Resource Recovery,Austin Parks and Recreation",,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#027,Item,"Memo was sent to Mayor and Council January 31, 2025.",04/30/2025 08:13:37 PM,
Closed,08/14/2024 12:00:00 AM,028,Resolution,Approve a resolution initiating an update to the Downtown Austin Plan.,Planning,Planning,,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#028,Item,"a memo was sent to Council on May 9, 2025 detailing the planning process, scope
development, and cost estimates. Staff will begin the Center City/Central
District planning process in Summer 2025",07/30/2025 07:25:26 PM,
Closed,08/14/2024 12:00:00 AM,029,Resolution,"Approve a resolution relating to shade tree planting projects at parks and
community tree planting and increasing the allocation from the Urban Forest
Replenishment Fund.",Development Services Department,Austin Parks and Recreation,,https://www.austintexas.gov/department/city-council/2024/20240814-reg.htm#029,Item,"The Urban Forest Replenishment Fund allotment to the NeighborWoods Community
Tree Planting program was increased to $980,000 at the beginning of the fiscal
year. Tasking is complete. Funding is available to nonprofit partners for
expenses that support the expansion of community tree planting and maintenance
through the Urban Forest Grant. The Urban Forest Replenishment Fund allocation
from the Urban Forest Replenishment Fund to the Parks and Recreation (PARD) CIP
increased from $300,000 to $1,050,000 for tree planting projects (beyond any
mitigation requirements) for park development projects. City Council approved
amending PARD’s budget to accept the funding on November 21, 2024. PARD is
working on multiple tree planting projects with the funds available through the
Urban Forest Replenishment Fund. Ecological restoration including tree planting
in Zilker Metro Park and Roy G. Guerrero Colorado River Metro Park will utilize
this funding source and the scopes of work are in the early planning stages.
Grand Meadow Neighborhood Park will plan to utilize the funding for tree
planting unless an alternative funding source is identified. The Onion Creek All
Abilities Playground has also been identified as a priority; however it will be
several years before it is ready for new trees. With access to this funding
source for park development projects, PARD will be able to plant trees above and
beyond the minimum required mitigation planting. Should you have any further
questions please reach out to Emily King, Urban Forester, 512-974-9548, or at
Emily.King@austintexas.gov.",04/01/2025 08:05:18 PM,
Closed,08/29/2024 12:00:00 AM,134,Resolution,"Approve a resolution condemning Senate Bill 4, passed during the Fourth Special
Session of the 88th Texas Legislature, and directing the City Manager to work
with certain stakeholders to enact policies intended to protect immigrant
communities, and provide a report to Council.",Austin Police Department,Office of Equity and Inclusion,,https://www.austintexas.gov/department/city-council/2024/20240829-reg.htm#134,Item,A staff response memo was published in February 2025.,02/22/2025 12:15:36 AM,
Closed,08/29/2024 12:00:00 AM,139,Resolution,"Approve a resolution nominating certain Council members to serve in leadership
positions on the National League of Cities committees and directing the City
Manager to submit the nominations to the Texas Municipal League.",Intergovernmental Relations,,,https://www.austintexas.gov/department/city-council/2024/20240829-reg.htm#139,Item,"The Intergovernmental Relations Office provided the resolution to TML on
September 10, 2024. The communication included a request for endorsement from
TML for the nominated Council members to their respective committees.",04/03/2025 03:00:17 PM,
Closed,08/29/2024 12:00:00 AM,140,Resolution,"Approve a resolution directing the City Manager to prepare a cost estimate for
the creation of a public park at Spicewood Springs Road and Old Lampasas Trail.",Austin Parks and Recreation,"Transportation and Public Works,Watershed Protection",Parkland,https://www.austintexas.gov/department/city-council/2024/20240829-reg.htm#140,Item,"PARD previously provided a general cost estimate of about $2.8 million in
response to a Council Budget Question for a pocket park with the requested
amenities. However, after further evaluating the site, its acreage, proximity to
major roadways and the Bull Creek greenbelt, access to nearby residential
neighborhoods, walkability, and the appropriate scale of the proposed amenities,
the cost estimate has been revised to approximately $982,800. In November 2024,
Council Member Mackenzie Kelly, generously donated $150K toward the required
budget for the development of the pocket park. PARD has also included the
project in the prioritization process for the next Bond program, anticipated for
2026.",04/30/2025 02:27:17 PM,
Closed,08/29/2024 12:00:00 AM,143,Resolution,"Approve a resolution regarding the administration of magistration hearings and
directing the City Manager and Municipal Court Presiding Judge to report back to
Council regarding the Counsel At First Appearance program.",Municipal Court,,,https://www.austintexas.gov/department/city-council/2024/20240829-reg.htm#143,Item,,,
Closed,08/29/2024 12:00:00 AM,219,Resolution,"Approve a resolution directing the City Manager to submit public comment to the
Texas Commission on Environmental Quality regarding the potential PM2.5 National
Ambient Air Quality Standards non-attainment designation for Travis County and
directing the City Manager to keep City Council informed on future public
comment opportunities.",Office of Climate Action & Resilience,,Environment,https://www.austintexas.gov/department/city-council/2024/20240829-reg.htm#219,Item,,,
Closed,03/09/2023 12:00:00 AM,043,Resolution,"Approve a resolution declaring the Austin Trail of Lights to be a City
co-sponsored event starting fiscal year 2023-24, directing the City Manager to
add the Austin Trail of Lights to the list of City co-sponsored events for which
fees are waived annually in the ordinance adopted with the budget, starting with
fiscal year 2023-2024, and directing the City Manager to negotiate and execute a
10-year co-sponsorship agreement, to include extension options, with the Trail
of Lights Foundation.",Austin Parks and Recreation,,"Culture,Local Business,Parkland",https://www.austintexas.gov/department/city-council/2023/20230309-reg.htm#043,Item,"The Parks and Recreation Department (PARD) oversaw the inclusion of the Austin
Trail of Lights in the list of City co-sponsored events and that is reflected in
both the City’s Fiscal Year 2023-2024 budget and the 2024-2025 budget.
Additionally, PARD executed a 10-year contract with the Trail of Lights
Foundation on October 26, 2023.",04/30/2025 02:27:57 PM,
